candidate,votes,election_day,absentee
Total .  .  .  .  .  .  .  .  .  .,340,327,13
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3841 NEW KENSINGTON - 4-1,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,438,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,165,163,2
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,80,80,0
Republican (REP) .  .  .  .  .  .  .  .  .,23,22,1
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,105,104,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,114,113,1
Lou Barletta (REP)  .  .  .  .  .  .  .  .,46,45,1
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,165,163,2
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,115,114,1
Scott R Wagner (REP).  .  .  .  .  .  .  .,46,45,1
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,164,162,2
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,108,107,1
Guy Reschenthaler (REP).  .  .  .  .  .  .,56,55,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,164,162,2
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,115,114,1
Joshua R Nulph (REP).  .  .  .  .  .  .  .,48,47,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,163,161,2
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3842 NEW KENSINGTON - 4-2,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,077",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,608,589,18
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,190,179,10
Republican (REP) .  .  .  .  .  .  .  .  .,143,140,3
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,335,321,13
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,350,334,15
Lou Barletta (REP)  .  .  .  .  .  .  .  .,241,238,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,5,5,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,7,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,603,584,18
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,357,342,15
Scott R Wagner (REP).  .  .  .  .  .  .  .,238,235,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,5,5,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,7,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,607,589,18
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,327,314,12
Guy Reschenthaler (REP).  .  .  .  .  .  .,271,265,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,599,580,18
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,328,315,13
Joshua R Nulph (REP).  .  .  .  .  .  .  .,275,270,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,603,585,18
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3843 NEW KENSINGTON - 4-3,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,771,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,418,410,8
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,124,122,2
Republican (REP) .  .  .  .  .  .  .  .  .,128,124,4
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,252,246,6
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,207,205,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,193,187,6
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,6,6,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,9,9,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,416,408,8
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,222,220,2
Scott R Wagner (REP).  .  .  .  .  .  .  .,189,183,6
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,418,410,8
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,196,194,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,218,212,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,415,407,8
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,199,197,2
Joshua R Nulph (REP).  .  .  .  .  .  .  .,216,210,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,416,408,8
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3844 NEW KENSINGTON - 4-4,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,913,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,595,570,24
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,154,145,9
Republican (REP) .  .  .  .  .  .  .  .  .,145,140,5
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,300,286,14
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,314,296,17
Lou Barletta (REP)  .  .  .  .  .  .  .  .,267,260,7
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,6,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,590,565,24
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,335,318,17
Scott R Wagner (REP).  .  .  .  .  .  .  .,243,236,7
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,10,10,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,590,566,24
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,296,279,16
Guy Reschenthaler (REP).  .  .  .  .  .  .,291,284,7
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,589,565,23
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,298,283,15
Joshua R Nulph (REP).  .  .  .  .  .  .  .,286,279,7
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,586,564,22
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3845 NEW KENSINGTON - 4-5,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,496,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,347,338,9
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,114,110,4
Republican (REP) .  .  .  .  .  .  .  .  .,73,73,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,188,184,4
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,202,196,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,136,133,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,344,335,9
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,207,202,5
Scott R Wagner (REP).  .  .  .  .  .  .  .,134,130,4
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,346,337,9
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,188,183,5
Guy Reschenthaler (REP).  .  .  .  .  .  .,157,153,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,346,337,9
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,195,189,6
Joshua R Nulph (REP).  .  .  .  .  .  .  .,149,146,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,345,336,9
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3850 NEW KENSINGTON - 5,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,422,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,153,151,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,66,66,0
Republican (REP) .  .  .  .  .  .  .  .  .,31,30,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,98,97,0
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,99,98,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,48,47,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,151,149,0
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,105,104,0
Scott R Wagner (REP).  .  .  .  .  .  .  .,45,44,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,1,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,152,150,0
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,98,97,0
Guy Reschenthaler (REP).  .  .  .  .  .  .,53,52,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,152,150,0
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,103,102,0
Joshua R Nulph (REP).  .  .  .  .  .  .  .,49,48,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,153,151,0
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3860 NEW KENSINGTON - 6,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,419,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,216,212,4
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,97,93,4
Republican (REP) .  .  .  .  .  .  .  .  .,31,31,0
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,129,125,4
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,149,145,4
Lou Barletta (REP)  .  .  .  .  .  .  .  .,63,63,0
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,213,209,4
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,149,145,4
Scott R Wagner (REP).  .  .  .  .  .  .  .,62,62,0
Paul Glover (GRN).  .  .  .  .  .  .  .  .,3,3,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,216,212,4
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,136,132,4
Guy Reschenthaler (REP).  .  .  .  .  .  .,78,78,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,214,210,4
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,150,146,4
Joshua R Nulph (REP).  .  .  .  .  .  .  .,64,64,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,214,210,4
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3871 NEW KENSINGTON - 7-1,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,559,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,362,353,9
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,93,90,3
Republican (REP) .  .  .  .  .  .  .  .  .,66,63,3
Green Party (GRN).  .  .  .  .  .  .  .  .,1,0,1
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,160,153,7
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,201,196,5
Lou Barletta (REP)  .  .  .  .  .  .  .  .,147,144,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,3,2,1
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,357,348,9
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,216,212,4
Scott R Wagner (REP).  .  .  .  .  .  .  .,137,132,5
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,359,350,9
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,181,177,4
Guy Reschenthaler (REP).  .  .  .  .  .  .,176,171,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,357,348,9
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,190,184,6
Joshua R Nulph (REP).  .  .  .  .  .  .  .,168,165,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,359,350,9
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3872 NEW KENSINGTON - 7-2,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,665,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,423,412,11
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,103,100,3
Republican (REP) .  .  .  .  .  .  .  .  .,129,128,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,232,228,4
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,186,181,5
Lou Barletta (REP)  .  .  .  .  .  .  .  .,231,225,6
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,421,410,11
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,200,194,6
Scott R Wagner (REP).  .  .  .  .  .  .  .,213,208,5
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,418,407,11
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,182,176,6
Guy Reschenthaler (REP).  .  .  .  .  .  .,236,232,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,418,408,10
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 33RD D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Frank Dermody (DEM) .  .  .  .  .  .  .  .,176,170,6
Joshua R Nulph (REP).  .  .  .  .  .  .  .,245,240,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,421,410,11
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
3900 NEW STANTON BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,650",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,893,865,28
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,156,152,4
Republican (REP) .  .  .  .  .  .  .  .  .,281,270,11
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,3,3,0
Total .  .  .  .  .  .  .  .  .  .,441,426,15
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,376,364,12
Lou Barletta (REP)  .  .  .  .  .  .  .  .,488,472,16
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,8,8,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,12,12,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,885,857,28
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,388,376,12
Scott R Wagner (REP).  .  .  .  .  .  .  .,482,467,15
Paul Glover (GRN).  .  .  .  .  .  .  .  .,4,3,1
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,13,13,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,887,859,28
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,359,347,12
Guy Reschenthaler (REP).  .  .  .  .  .  .,525,509,16
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,884,856,28
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,285,277,8
Eric Nelson (REP).  .  .  .  .  .  .  .  .,603,583,20
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,888,860,28
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4010 N BELLE VERNON BOROUGH 1,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,619,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,333,324,8
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,86,84,2
Republican (REP) .  .  .  .  .  .  .  .  .,84,79,5
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,170,163,7
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,186,180,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,136,133,2
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,4,4,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,329,320,8
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,194,190,4
Scott R Wagner (REP).  .  .  .  .  .  .  .,133,129,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,2,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,332,323,8
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,172,168,4
Guy Reschenthaler (REP).  .  .  .  .  .  .,158,153,4
