candidate,votes,election_day,absentee,provisional
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0059-01,,,,
,,,,
0059 BRUIN BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,240,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,131,130,1,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,4,4,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,62,62,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",29,28,1,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,101,101,0,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,27,26,1,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,101,101,0,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,0,0,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,20,19,1,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,110,110,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JOHN KLUCK (DEM) .  .  .  .  .  .  .  .  .,18,17,1,0
R. LEE JAMES (REP)  .  .  .  .  .  .  .  .,112,112,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0060-01,,,,
,,,,
0060 CALLERY BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,264,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,170,168,2,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,28,26,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,67,67,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",54,52,2,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,113,113,0,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,61,59,2,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,106,106,0,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,0,0,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,3,3,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,52,50,2,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,112,112,0,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,5,5,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",50,48,2,0
DARYL METCALFE (REP).  .  .  .  .  .  .  .,117,117,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0061-01,,,,
,,,,
0061 CHERRY VALLERY BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,38,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,30,30,0,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,3,3,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,11,11,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",12,12,0,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,15,15,0,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,1,1,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,12,12,0,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,16,16,0,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,2,2,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,0,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,10,10,0,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,18,18,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JOHN KLUCK (DEM) .  .  .  .  .  .  .  .  .,10,10,0,0
R. LEE JAMES (REP)  .  .  .  .  .  .  .  .,18,18,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0062-01,,,,
,,,,
0062 CHICORA BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,557,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,322,310,12,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,34,33,1,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,128,120,8,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,2,2,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",90,88,2,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,213,204,9,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,4,4,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",8,8,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,98,96,2,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,211,202,9,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,1,1,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,5,5,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,78,76,2,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,239,230,9,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,246,237,9,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,51,50,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0063-01,,,,
,,,,
0063 CONNOQUENESSING BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,446,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,299,287,12,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,40,38,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,97,97,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,1,1,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",116,107,9,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,172,170,2,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,3,2,1,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",7,7,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,131,121,10,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,160,158,2,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,2,2,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,6,6,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,108,100,8,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,183,180,3,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,8,7,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,203,198,5,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,72,65,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0064-01,,,,
,,,,
0064 EAST BUTLER BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,429,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,253,246,7,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,39,37,2,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,105,102,3,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,1,1,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",87,85,2,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,154,150,4,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,8,7,1,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,89,87,2,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,158,154,4,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,4,3,1,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,2,2,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,72,68,4,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,176,173,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,196,192,4,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,31,31,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0065-01,,,,
,,,,
0065 EAU CLAIRE BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,142,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,78,77,1,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,10,10,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,23,23,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",31,30,1,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,46,46,0,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,31,31,0,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,44,43,1,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,0,0,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,23,23,0,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,55,54,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 64TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
JOHN KLUCK (DEM) .  .  .  .  .  .  .  .  .,22,21,1,0
R. LEE JAMES (REP)  .  .  .  .  .  .  .  .,56,56,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0066-01,,,,
,,,,
0066 EVANS CITY BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,156",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,741,720,20,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,128,125,3,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,214,204,10,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,3,3,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,4,4,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",299,291,8,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,411,399,11,1
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,7,7,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",17,17,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,318,309,9,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,397,385,11,1
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,5,5,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,14,14,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,283,274,9,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,439,427,11,1
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,15,15,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 14TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
AMY FAZIO (DEM)  .  .  .  .  .  .  .  .  .,284,278,6,0
JIM MARSHALL (REP)  .  .  .  .  .  .  .  .,453,438,14,1
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0067-01,,,,
,,,,
0067 FAIRVIEW BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,92,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,52,51,1,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,8,8,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,17,16,1,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,1,1,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",20,20,0,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,30,29,1,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,1,1,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,18,18,0,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,32,31,1,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,1,1,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,20,20,0,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,32,31,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,34,33,1,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0068-01,,,,
,,,,
0068 HARMONY BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,712,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,470,449,20,1
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,85,82,3,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,140,132,8,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,2,2,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",198,189,9,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,253,242,11,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,4,3,0,1
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",12,12,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,197,188,8,1
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,254,242,12,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,6,6,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,179,171,8,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,275,262,12,1
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 14TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
